1000, 0.02713, 0.005
2000, 0.01756, 0.005
3000, 0.01536, 0.005
4000, 0.01463, 0.005
5000, 0.01446, 0.005
6000, 0.01343, 0.005
7000, 0.01284, 0.005
8000, 0.01289, 0.005
9000, 0.01249, 0.005
10000, 0.01207, 0.005
11000, 0.01301, 0.02
12000, 0.01283, 0.02
13000, 0.01196, 0.02
14000, 0.01143, 0.02
15000, 0.01108, 0.02
16000, 0.01060, 0.02
17000, 0.01020, 0.02
18000, 0.00985, 0.02
19000, 0.00982, 0.02
20000, 0.00921, 0.02
21000, 0.00955, 0.02
22000, 0.00885, 0.02
23000, 0.00885, 0.02
24000, 0.00875, 0.02
25000, 0.00824, 0.02
26000, 0.00850, 0.02
27000, 0.00793, 0.02
28000, 0.00824, 0.02
29000, 0.00775, 0.02
30000, 0.00769, 0.02
31000, 0.00776, 0.02
32000, 0.00735, 0.02
33000, 0.00745, 0.02
34000, 0.00719, 0.02
35000, 0.00740, 0.02
36000, 0.00732, 0.02
37000, 0.00693, 0.02
38000, 0.00702, 0.02
39000, 0.00678, 0.02
40000, 0.00705, 0.02
41000, 0.00668, 0.02
42000, 0.00695, 0.02
43000, 0.00734, 0.02
44000, 0.00682, 0.02
45000, 0.00655, 0.02
46000, 0.00663, 0.02
47000, 0.00682, 0.02
48000, 0.00631, 0.02
49000, 0.00626, 0.02
50000, 0.00649, 0.02
51000, 0.00660, 0.02
52000, 0.00625, 0.02
53000, 0.00621, 0.02
54000, 0.00610, 0.02
55000, 0.00631, 0.02
56000, 0.00590, 0.02
57000, 0.00627, 0.02
58000, 0.00617, 0.02
59000, 0.00590, 0.02
60000, 0.00605, 0.02
61000, 0.00571, 0.02
62000, 0.00607, 0.02
63000, 0.00584, 0.02
64000, 0.00627, 0.02
65000, 0.00574, 0.02
66000, 0.00579, 0.02
67000, 0.00563, 0.02
68000, 0.00568, 0.02
69000, 0.00569, 0.02
70000, 0.00564, 0.02
71000, 0.00576, 0.02
72000, 0.00545, 0.02
73000, 0.00568, 0.02
74000, 0.00584, 0.02
75000, 0.00567, 0.02
76000, 0.00545, 0.02
77000, 0.00547, 0.02
78000, 0.00557, 0.02
79000, 0.00542, 0.02
80000, 0.00539, 0.02
81000, 0.00538, 0.02
82000, 0.00535, 0.02
83000, 0.00533, 0.02
84000, 0.00534, 0.02
85000, 0.00533, 0.02
86000, 0.00537, 0.02
87000, 0.00526, 0.02
88000, 0.00541, 0.02
89000, 0.00514, 0.02
90000, 0.00540, 0.02
91000, 0.00536, 0.02
92000, 0.00526, 0.02
93000, 0.00542, 0.02
94000, 0.00528, 0.02
95000, 0.00513, 0.02
96000, 0.00510, 0.02
97000, 0.00523, 0.02
98000, 0.00514, 0.02
99000, 0.00497, 0.02
100000, 0.00491, 0.02
101000, 0.00501, 0.02
102000, 0.00519, 0.02
103000, 0.00542, 0.02
104000, 0.00500, 0.02
105000, 0.00496, 0.02
106000, 0.00522, 0.02
107000, 0.00490, 0.02
108000, 0.00489, 0.02
109000, 0.00502, 0.02
110000, 0.00526, 0.02
111000, 0.00495, 0.02
112000, 0.00487, 0.02
113000, 0.00483, 0.02
114000, 0.00468, 0.02
115000, 0.00490, 0.02
116000, 0.00492, 0.02
117000, 0.00486, 0.02
118000, 0.00506, 0.02
119000, 0.00506, 0.02
120000, 0.00482, 0.02
121000, 0.00499, 0.02
122000, 0.00496, 0.02
123000, 0.00461, 0.02
124000, 0.00486, 0.02
125000, 0.00487, 0.02
126000, 0.00495, 0.02
127000, 0.00488, 0.02
128000, 0.00472, 0.02
129000, 0.00498, 0.02
130000, 0.00456, 0.02
131000, 0.00463, 0.02
132000, 0.00452, 0.02
133000, 0.00456, 0.02
134000, 0.00447, 0.02
135000, 0.00490, 0.02
136000, 0.00452, 0.02
137000, 0.00467, 0.02
138000, 0.00450, 0.02
139000, 0.00462, 0.02
140000, 0.00459, 0.02
141000, 0.00478, 0.02
142000, 0.00450, 0.02
143000, 0.00454, 0.02
144000, 0.00447, 0.02
145000, 0.00447, 0.02
146000, 0.00456, 0.02
147000, 0.00478, 0.02
148000, 0.00455, 0.02
149000, 0.00470, 0.02
150000, 0.00476, 0.02
151000, 0.00451, 0.02
152000, 0.00444, 0.02
153000, 0.00448, 0.02
154000, 0.00457, 0.02
155000, 0.00421, 0.02
156000, 0.00444, 0.02
157000, 0.00448, 0.02
158000, 0.00438, 0.02
159000, 0.00431, 0.02
160000, 0.00432, 0.02
161000, 0.00452, 0.02
162000, 0.00447, 0.02
163000, 0.00448, 0.02
164000, 0.00431, 0.02
165000, 0.00449, 0.02
166000, 0.00453, 0.02
167000, 0.00425, 0.02
168000, 0.00413, 0.02
169000, 0.00433, 0.02
170000, 0.00446, 0.02
171000, 0.00454, 0.02
172000, 0.00417, 0.02
173000, 0.00462, 0.02
174000, 0.00408, 0.02
175000, 0.00426, 0.02
176000, 0.00433, 0.02
177000, 0.00430, 0.02
178000, 0.00444, 0.02
179000, 0.00449, 0.02
180000, 0.00432, 0.02
181000, 0.00417, 0.02
182000, 0.00417, 0.02
183000, 0.00417, 0.02
184000, 0.00432, 0.02
185000, 0.00403, 0.02
186000, 0.00414, 0.02
187000, 0.00412, 0.02
188000, 0.00426, 0.02
189000, 0.00431, 0.02
190000, 0.00401, 0.02
191000, 0.00414, 0.02
192000, 0.00413, 0.02
193000, 0.00419, 0.02
194000, 0.00417, 0.02
195000, 0.00418, 0.02
196000, 0.00422, 0.02
197000, 0.00416, 0.02
198000, 0.00410, 0.02
199000, 0.00402, 0.02
200000, 0.00401, 0.02
201000, 0.00410, 0.02
202000, 0.00406, 0.02
203000, 0.00397, 0.02
204000, 0.00430, 0.02
205000, 0.00400, 0.02
206000, 0.00415, 0.02
207000, 0.00411, 0.02
208000, 0.00396, 0.02
209000, 0.00419, 0.02
210000, 0.00422, 0.02
211000, 0.00432, 0.02
212000, 0.00407, 0.02
213000, 0.00384, 0.02
214000, 0.00403, 0.02
215000, 0.00415, 0.02
216000, 0.00399, 0.02
217000, 0.00390, 0.02
218000, 0.00394, 0.02
219000, 0.00407, 0.02
220000, 0.00418, 0.02
221000, 0.00398, 0.02
222000, 0.00412, 0.02
223000, 0.00378, 0.02
224000, 0.00404, 0.02
225000, 0.00392, 0.02
226000, 0.00390, 0.02
227000, 0.00429, 0.02
228000, 0.00385, 0.02
229000, 0.00386, 0.02
230000, 0.00398, 0.02
231000, 0.00397, 0.02
232000, 0.00388, 0.02
233000, 0.00409, 0.02
234000, 0.00380, 0.02
235000, 0.00394, 0.02
236000, 0.00386, 0.02
237000, 0.00414, 0.02
238000, 0.00390, 0.02
239000, 0.00395, 0.02
240000, 0.00390, 0.02
241000, 0.00372, 0.02
242000, 0.00381, 0.02
243000, 0.00396, 0.02
244000, 0.00372, 0.02
245000, 0.00366, 0.02
246000, 0.00392, 0.02
247000, 0.00395, 0.02
248000, 0.00375, 0.02
249000, 0.00379, 0.02
250000, 0.00380, 0.02
251000, 0.00390, 0.02
252000, 0.00372, 0.02
253000, 0.00384, 0.02
254000, 0.00396, 0.02
255000, 0.00348, 0.02
256000, 0.00376, 0.02
257000, 0.00390, 0.02
258000, 0.00372, 0.02
259000, 0.00377, 0.02
260000, 0.00373, 0.02
261000, 0.00353, 0.02
262000, 0.00384, 0.02
263000, 0.00401, 0.02
264000, 0.00362, 0.02
265000, 0.00379, 0.02
266000, 0.00377, 0.02
267000, 0.00369, 0.02
268000, 0.00363, 0.02
269000, 0.00387, 0.02
270000, 0.00373, 0.02
271000, 0.00373, 0.02
272000, 0.00360, 0.02
273000, 0.00368, 0.02
274000, 0.00403, 0.02
275000, 0.00375, 0.02
276000, 0.00368, 0.02
277000, 0.00366, 0.02
278000, 0.00379, 0.02
279000, 0.00356, 0.02
280000, 0.00385, 0.02
281000, 0.00377, 0.02
282000, 0.00375, 0.02
283000, 0.00370, 0.02
284000, 0.00356, 0.02
285000, 0.00363, 0.02
286000, 0.00374, 0.02
287000, 0.00367, 0.02
288000, 0.00380, 0.02
289000, 0.00365, 0.02
290000, 0.00342, 0.02
291000, 0.00350, 0.02
292000, 0.00382, 0.02
293000, 0.00362, 0.02
294000, 0.00349, 0.02
295000, 0.00375, 0.02
296000, 0.00364, 0.02
297000, 0.00360, 0.02
298000, 0.00371, 0.02
299000, 0.00365, 0.02
300000, 0.00358, 0.02
301000, 0.00356, 0.02
302000, 0.00378, 0.02
303000, 0.00352, 0.02
304000, 0.00358, 0.02
305000, 0.00363, 0.02
306000, 0.00359, 0.02
307000, 0.00368, 0.02
308000, 0.00355, 0.02
309000, 0.00354, 0.02
310000, 0.00353, 0.02
311000, 0.00355, 0.02
312000, 0.00333, 0.02
313000, 0.00345, 0.02
314000, 0.00336, 0.02
315000, 0.00382, 0.02
316000, 0.00352, 0.02
317000, 0.00362, 0.02
318000, 0.00359, 0.02
319000, 0.00349, 0.02
320000, 0.00339, 0.02
321000, 0.00381, 0.02
322000, 0.00350, 0.02
323000, 0.00338, 0.02
324000, 0.00368, 0.02
325000, 0.00371, 0.02
326000, 0.00340, 0.02
327000, 0.00353, 0.02
328000, 0.00358, 0.02
329000, 0.00348, 0.02
330000, 0.00332, 0.02
331000, 0.00348, 0.02
332000, 0.00361, 0.02
333000, 0.00365, 0.02
334000, 0.00340, 0.02
335000, 0.00333, 0.02
336000, 0.00322, 0.02
337000, 0.00356, 0.02
338000, 0.00323, 0.02
339000, 0.00353, 0.02
340000, 0.00370, 0.02
341000, 0.00358, 0.02
342000, 0.00343, 0.02
343000, 0.00349, 0.02
344000, 0.00335, 0.02
345000, 0.00338, 0.02
346000, 0.00325, 0.02
347000, 0.00346, 0.02
348000, 0.00348, 0.02
349000, 0.00341, 0.02
350000, 0.00339, 0.02
351000, 0.00347, 0.02
352000, 0.00351, 0.02
353000, 0.00345, 0.02
354000, 0.00352, 0.02
355000, 0.00345, 0.02
356000, 0.00361, 0.02
357000, 0.00360, 0.02
358000, 0.00335, 0.02
359000, 0.00358, 0.02
360000, 0.00346, 0.02
361000, 0.00359, 0.02
362000, 0.00332, 0.02
363000, 0.00320, 0.02
364000, 0.00350, 0.02
365000, 0.00323, 0.02
366000, 0.00355, 0.02
367000, 0.00335, 0.02
368000, 0.00344, 0.02
369000, 0.00338, 0.02
370000, 0.00345, 0.02
371000, 0.00339, 0.02
372000, 0.00335, 0.02
373000, 0.00323, 0.02
374000, 0.00332, 0.02
375000, 0.00336, 0.02
376000, 0.00351, 0.02
377000, 0.00324, 0.02
378000, 0.00353, 0.02
379000, 0.00333, 0.02
380000, 0.00335, 0.02
381000, 0.00337, 0.02
382000, 0.00334, 0.02
383000, 0.00319, 0.02
384000, 0.00346, 0.02
385000, 0.00345, 0.02
386000, 0.00333, 0.02
387000, 0.00328, 0.02
388000, 0.00329, 0.02
389000, 0.00337, 0.02
390000, 0.00324, 0.02
391000, 0.00317, 0.02
392000, 0.00340, 0.02
393000, 0.00337, 0.02
394000, 0.00338, 0.02
395000, 0.00321, 0.02
396000, 0.00326, 0.02
397000, 0.00310, 0.02
398000, 0.00318, 0.02
399000, 0.00348, 0.02
400000, 0.00335, 0.02
401000, 0.00314, 0.02
402000, 0.00315, 0.02
403000, 0.00335, 0.02
404000, 0.00313, 0.02
405000, 0.00308, 0.02
406000, 0.00344, 0.02
407000, 0.00332, 0.02
408000, 0.00345, 0.02
409000, 0.00327, 0.02
410000, 0.00335, 0.02
411000, 0.00337, 0.02
412000, 0.00329, 0.02
413000, 0.00323, 0.02
414000, 0.00323, 0.02
415000, 0.00327, 0.02
416000, 0.00308, 0.02
417000, 0.00312, 0.02
418000, 0.00312, 0.02
419000, 0.00336, 0.02
420000, 0.00338, 0.02
421000, 0.00318, 0.02
422000, 0.00320, 0.02
423000, 0.00338, 0.02
424000, 0.00326, 0.02
425000, 0.00327, 0.02
426000, 0.00338, 0.02
427000, 0.00319, 0.02
428000, 0.00342, 0.02
429000, 0.00321, 0.02
430000, 0.00308, 0.02
